KEY,ENTITY,D0,D1,D2,D3,D4,D5,D6,D7,REFERENCES
352,DIRECTION,'NONE',0.0000000000000000000,0.5150380749100544900,0.8571673007021121100,,,,,[]
353,CARTESIAN_POINT,'NONE',-21.21335182349479000,15.85000000000000000,37.49999999999997900,,,,,[]
354,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
355,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,49.00000000000000700,,,,,[]
356,VERTEX_POINT,'NONE',678,,,,,,,['678']
357,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
358,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
359,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,17.49999999999997900,,,,,[]
360,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
361,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
362,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,17.49999999999997900,,,,,[]
363,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
364,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
365,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
366,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
367,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
368,CARTESIAN_POINT,'NONE',-21.21335182349479000,-10.07000000000000600,17.49999999999997900,,,,,[]
369,VERTEX_POINT,'NONE',683,,,,,,,['683']
370,VERTEX_POINT,'NONE',687,,,,,,,['687']
371,VERTEX_POINT,'NONE',682,,,,,,,['682']
372,VERTEX_POINT,'NONE',688,,,,,,,['688']
373,VERTEX_POINT,'NONE',689,,,,,,,['689']
374,VERTEX_POINT,'NONE',690,,,,,,,['690']
375,VERTEX_POINT,'NONE',691,,,,,,,['691']
376,VERTEX_POINT,'NONE',686,,,,,,,['686']
377,VERTEX_POINT,'NONE',692,,,,,,,['692']
378,VERTEX_POINT,'NONE',693,,,,,,,['693']
379,VERTEX_POINT,'NONE',694,,,,,,,['694']
380,VERTEX_POINT,'NONE',695,,,,,,,['695']
381,VERTEX_POINT,'NONE',696,,,,,,,['696']
382,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,49.00000000000000700,,,,,[]
383,VERTEX_POINT,'NONE',697,,,,,,,['697']
384,VERTEX_POINT,'NONE',698,,,,,,,['698']
385,VERTEX_POINT,'NONE',699,,,,,,,['699']
386,VERTEX_POINT,'NONE',700,,,,,,,['700']
387,VERTEX_POINT,'NONE',701,,,,,,,['701']
388,VERTEX_POINT,'NONE',702,,,,,,,['702']
389,VERTEX_POINT,'NONE',703,,,,,,,['703']
390,VERTEX_POINT,'NONE',704,,,,,,,['704']
391,VERTEX_POINT,'NONE',705,,,,,,,['705']
392,VERTEX_POINT,'NONE',706,,,,,,,['706']
393,VERTEX_POINT,'NONE',707,,,,,,,['707']
394,VERTEX_POINT,'NONE',708,,,,,,,['708']
395,VERTEX_POINT,'NONE',709,,,,,,,['709']
396,VERTEX_POINT,'NONE',710,,,,,,,['710']
397,VERTEX_POINT,'NONE',711,,,,,,,['711']
398,VERTEX_POINT,'NONE',712,,,,,,,['712']
399,VERTEX_POINT,'NONE',713,,,,,,,['713']
400,VERTEX_POINT,'NONE',714,,,,,,,['714']
401,VERTEX_POINT,'NONE',715,,,,,,,['715']
402,VERTEX_POINT,'NONE',716,,,,,,,['716']
403,VERTEX_POINT,'NONE',717,,,,,,,['717']
404,VERTEX_POINT,'NONE',718,,,,,,,['718']
405,VERTEX_POINT,'NONE',719,,,,,,,['719']
406,VERTEX_POINT,'NONE',720,,,,,,,['720']
407,VERTEX_POINT,'NONE',721,,,,,,,['721']
408,VERTEX_POINT,'NONE',722,,,,,,,['722']
409,VERTEX_POINT,'NONE',723,,,,,,,['723']
410,VERTEX_POINT,'NONE',724,,,,,,,['724']
411,VERTEX_POINT,'NONE',725,,,,,,,['725']
412,VERTEX_POINT,'NONE',726,,,,,,,['726']
413,VERTEX_POINT,'NONE',727,,,,,,,['727']
414,VERTEX_POINT,'NONE',728,,,,,,,['728']
415,VERTEX_POINT,'NONE',729,,,,,,,['729']
416,VERTEX_POINT,'NONE',730,,,,,,,['730']
417,VERTEX_POINT,'NONE',731,,,,,,,['731']
418,VERTEX_POINT,'NONE',732,,,,,,,['732']
419,VERTEX_POINT,'NONE',733,,,,,,,['733']
420,VERTEX_POINT,'NONE',734,,,,,,,['734']
421,VERTEX_POINT,'NONE',735,,,,,,,['735']
422,VERTEX_POINT,'NONE',736,,,,,,,['736']
423,VERTEX_POINT,'NONE',737,,,,,,,['737']
424,VERTEX_POINT,'NONE',738,,,,,,,['738']
425,VERTEX_POINT,'NONE',739,,,,,,,['739']
426,VERTEX_POINT,'NONE',740,,,,,,,['740']
427,VERTEX_POINT,'NONE',741,,,,,,,['741']
428,VERTEX_POINT,'NONE',742,,,,,,,['742']
429,VERTEX_POINT,'NONE',743,,,,,,,['743']
430,VERTEX_POINT,'NONE',744,,,,,,,['744']
431,VERTEX_POINT,'NONE',745,,,,,,,['745']
432,VERTEX_POINT,'NONE',746,,,,,,,['746']
433,VERTEX_POINT,'NONE',747,,,,,,,['747']
434,VERTEX_POINT,'NONE',748,,,,,,,['748']
435,VERTEX_POINT,'NONE',749,,,,,,,['749']
436,VERTEX_POINT,'NONE',750,,,,,,,['750']
437,VERTEX_POINT,'NONE',751,,,,,,,['751']
438,VERTEX_POINT,'NONE',752,,,,,,,['752']
439,VERTEX_POINT,'NONE',753,,,,,,,['753']
440,VERTEX_POINT,'NONE',754,,,,,,,['754']
441,VERTEX_POINT,'NONE',755,,,,,,,['755']
442,VERTEX_POINT,'NONE',756,,,,,,,['756']
443,VERTEX_POINT,'NONE',757,,,,,,,['757']
444,VERTEX_POINT,'NONE',758,,,,,,,['758']
445,VERTEX_POINT,'NONE',759,,,,,,,['759']
446,VERTEX_POINT,'NONE',760,,,,,,,['760']
447,VERTEX_POINT,'NONE',761,,,,,,,['761']
448,VERTEX_POINT,'NONE',762,,,,,,,['762']
449,VERTEX_POINT,'NONE',763,,,,,,,['763']
450,VERTEX_POINT,'NONE',764,,,,,,,['764']
451,VERTEX_POINT,'NONE',765,,,,,,,['765']
452,VERTEX_POINT,'NONE',766,,,,,,,['766']
453,VERTEX_POINT,'NONE',767,,,,,,,['767']
454,VERTEX_POINT,'NONE',768,,,,,,,['768']
455,VERTEX_POINT,'NONE',769,,,,,,,['769']
456,VERTEX_POINT,'NONE',770,,,,,,,['770']
457,VERTEX_POINT,'NONE',771,,,,,,,['771']
458,VERTEX_POINT,'NONE',772,,,,,,,['772']
459,VERTEX_POINT,'NONE',773,,,,,,,['773']
460,VERTEX_POINT,'NONE',774,,,,,,,['774']
461,VERTEX_POINT,'NONE',775,,,,,,,['775']
462,VERTEX_POINT,'NONE',776,,,,,,,['776']
463,VERTEX_POINT,'NONE',777,,,,,,,['777']
464,VERTEX_POINT,'NONE',778,,,,,,,['778']
465,VERTEX_POINT,'NONE',779,,,,,,,['779']
466,VERTEX_POINT,'NONE',780,,,,,,,['780']
467,VERTEX_POINT,'NONE',781,,,,,,,['781']
468,VERTEX_POINT,'NONE',782,,,,,,,['782']
469,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,35.00000000000000000,,,,,[]
470,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
471,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
472,VERTEX_POINT,'NONE',783,,,,,,,['783']
473,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
474,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
475,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
476,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
477,VERTEX_POINT,'NONE',784,,,,,,,['784']
478,VERTEX_POINT,'NONE',785,,,,,,,['785']
479,VERTEX_POINT,'NONE',786,,,,,,,['786']
480,VERTEX_POINT,'NONE',787,,,,,,,['787']
481,VERTEX_POINT,'NONE',788,,,,,,,['788']
482,VERTEX_POINT,'NONE',789,,,,,,,['789']
483,VERTEX_POINT,'NONE',790,,,,,,,['790']
484,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
485,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
486,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
487,PLANE,'NONE',1640,,,,,,,['1640']
488,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,37.49999999999997900,,,,,[]
489,CARTESIAN_POINT,'NONE',0.0000000000000000000,5.529999999999999400,53.99999999999997200,,,,,[]
490,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
491,CARTESIAN_POINT,'NONE',25.00000000000000000,-27.75000000000000400,55.00000000000000000,,,,,[]
492,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,17.49999999999997900,,,,,[]
493,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
494,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
495,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,37.49999999999997900,,,,,[]
496,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
497,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
498,CARTESIAN_POINT,'NONE',-21.21335182349479000,-10.07000000000000600,37.49999999999997900,,,,,[]
499,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
500,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
501,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,37.49999999999997900,,,,,[]
502,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
503,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,35.00000000000000000,,,,,[]
504,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,37.49999999999997900,,,,,[]
505,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
506,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
507,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
508,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
509,PLANE,'NONE',1452,,,,,,,['1452']
510,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
511,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,17.49999999999997900,,,,,[]
512,CARTESIAN_POINT,'NONE',-24.99999999999999600,21.24999999999999600,-0.001000000000001000100,,,,,[]
513,CARTESIAN_POINT,'NONE',-25.00000000000000000,-27.75000000000000400,55.00000000000000000,,,,,[]
514,CARTESIAN_POINT,'NONE',25.00100000000000100,7.129999999999992800,6.417291809229281400E-016,,,,,[]
515,PLANE,'NONE',1453,,,,,,,['1453']
516,DIRECTION,'NONE',0.0000000000000000000,1.000000000000000000,0.0000000000000000000,,,,,[]
517,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,1.000000000000000000,,,,,[]
518,CARTESIAN_POINT,'NONE',-25.00000000000000000,29.25000000000000000,55.00000000000000000,,,,,[]
519,PLANE,'NONE',1450,,,,,,,['1450']
520,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
521,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
522,CARTESIAN_POINT,'NONE',-25.00000000000000000,29.25000000000000000,0.0000000000000000000,,,,,[]
523,PLANE,'NONE',1451,,,,,,,['1451']
524,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
525,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
526,CARTESIAN_POINT,'NONE',-25.00000000000000000,-27.75000000000000400,55.00000000000000000,,,,,[]
527,PLANE,'NONE',1448,,,,,,,['1448']
528,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,1.000000000000000000,,,,,[]
529,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,-0.0000000000000000000,,,,,[]
530,CARTESIAN_POINT,'NONE',25.00000000000000000,-27.75000000000000400,55.00000000000000000,,,,,[]
531,PLANE,'NONE',1449,,,,,,,['1449']
532,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,1.000000000000000000,,,,,[]
533,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,-0.0000000000000000000,,,,,[]
534,CARTESIAN_POINT,'NONE',25.00000000000000000,29.25000000000000000,55.00000000000000000,,,,,[]
535,PLANE,'NONE',1446,,,,,,,['1446']
536,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
537,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
538,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
539,PLANE,'NONE',1447,,,,,,,['1447']
540,DIRECTION,'NONE',0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
541,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
542,CARTESIAN_POINT,'NONE',0.0000000000000000000,5.529999999999999400,55.00000000000000000,,,,,[]
543,DIRECTION,'NONE',-0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
544,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
545,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
546,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
547,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
548,DIRECTION,'NONE',-0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
549,CARTESIAN_POINT,'NONE',0.0000000000000000000,5.529999999999999400,0.0000000000000000000,,,,,[]
550,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
551,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
552,CARTESIAN_POINT,'NONE',0.0000000000000000000,5.529999999999999400,53.99999999999997200,,,,,[]
553,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
554,CARTESIAN_POINT,'NONE',0.0000000000000000000,4.249999999999996400,55.00000000000000000,,,,,[]
555,CARTESIAN_POINT,'NONE',25.00100000000000100,3.929999999999993500,6.417291809229281400E-016,,,,,[]
556,PLANE,'NONE',1442,,,,,,,['1442']
557,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
558,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
559,CARTESIAN_POINT,'NONE',-15.00000000000000000,21.24999999999999600,-0.001000000000001000100,,,,,[]
560,PLANE,'NONE',1438,,,,,,,['1438']
561,PLANE,'NONE',1441,,,,,,,['1441']
562,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,17.49999999999997900,,,,,[]
563,CARTESIAN_POINT,'NONE',-18.46335182349480100,15.85000000000000000,17.49999999999997900,,,,,[]
564,DIRECTION,'NONE',1.000000000000000000,-0.0000000000000000000,0.0000000000000000000,,,,,[]
565,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
566,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
567,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
568,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
569,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
570,CARTESIAN_POINT,'NONE',-21.21335182349479000,21.25000000000000000,37.49999999999997900,,,,,[]
571,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
572,CARTESIAN_POINT,'NONE',-18.46335182349480100,15.85000000000000000,37.49999999999997900,,,,,[]
573,PLANE,'NONE',1436,,,,,,,['1436']
574,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
575,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
576,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
577,CARTESIAN_POINT,'NONE',-21.21335182349478600,-1.181490479189830400,22.49999999999997200,,,,,[]
578,CARTESIAN_POINT,'NONE',-21.21335182349478600,-1.181490479189830400,42.50000000000000700,,,,,[]
579,PLANE,'NONE',1434,,,,,,,['1434']
580,CARTESIAN_POINT,'NONE',-21.21335182349478600,-1.181490479189830400,12.49999999999999100,,,,,[]
581,PLANE,'NONE',1435,,,,,,,['1435']
582,DIRECTION,'NONE',-3.664926647772861800E-015,-5.086107434899652800E-031,1.000000000000000000,,,,,[]
583,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,3.664926647772861800E-015,,,,,[]
584,CARTESIAN_POINT,'NONE',-21.21335182349478600,-1.181490479189830400,32.50000000000002800,,,,,[]
585,PLANE,'NONE',1432,,,,,,,['1432']
586,DIRECTION,'NONE',3.664926647772861800E-015,5.086107434899652800E-031,-1.000000000000000000,,,,,[]
587,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,-3.664926647772861800E-015,,,,,[]
588,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
589,PLANE,'NONE',1433,,,,,,,['1433']
590,DIRECTION,'NONE',3.664926647772861800E-015,5.086107434899652800E-031,1.000000000000000000,,,,,[]
591,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,-3.664926647772861800E-015,,,,,[]
592,CARTESIAN_POINT,'NONE',-21.21335182349479000,-10.07000000000000600,37.49999999999997900,,,,,[]
593,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
594,DIRECTION,'NONE',-3.664926647772861800E-015,-5.086107434899652800E-031,-1.000000000000000000,,,,,[]
595,DIRECTION,'NONE',-1.000000000000000000,0.0000000000000000000,3.664926647772861800E-015,,,,,[]
596,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
597,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,37.49999999999997900,,,,,[]
598,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
599,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,37.49999999999997900,,,,,[]
600,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
601,CARTESIAN_POINT,'NONE',-19.11335182349479200,-6.070000000000006500,37.49999999999997900,,,,,[]
602,PLANE,'NONE',1458,,,,,,,['1458']
603,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
604,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
605,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
606,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
607,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
608,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
609,CARTESIAN_POINT,'NONE',-21.21335182349479000,-10.07000000000000600,17.49999999999997900,,,,,[]
610,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,17.49999999999997900,,,,,[]
611,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
612,CARTESIAN_POINT,'NONE',-21.21335182349479000,3.929999999999993500,17.49999999999997900,,,,,[]
613,DIRECTION,'NONE',-0.0000000000000000000,1.000000000000000000,-0.0000000000000000000,,,,,[]
614,CARTESIAN_POINT,'NONE',-19.11335182349479200,-6.070000000000006500,17.49999999999997900,,,,,[]
615,PLANE,'NONE',1460,,,,,,,['1460']
616,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
617,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,0.0000000000000000000,,,,,[]
618,DIRECTION,'NONE',0.0000000000000000000,-0.0000000000000000000,-1.000000000000000000,,,,,[]
619,PLANE,'NONE',1345,,,,,,,['1345']
620,CARTESIAN_POINT,'NONE',-25.00000000000000000,-11.75000000000000400,55.00100000000000500,,,,,[]
621,CARTESIAN_POINT,'NONE',26.50000000000000400,-11.75000000000000400,0.0000000000000000000,,,,,[]
622,CARTESIAN_POINT,'NONE',-15.00000000000000000,-27.75000000000000400,55.00100000000000500,,,,,[]
623,PLANE,'NONE',1425,,,,,,,['1425']
624,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
625,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
626,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
627,PLANE,'NONE',1424,,,,,,,['1424']
628,DIRECTION,'NONE',1.734723475976806800E-016,1.000000000000000000,-0.0000000000000000000,,,,,[]
629,DIRECTION,'NONE',-1.000000000000000000,1.734723475976806800E-016,0.0000000000000000000,,,,,[]
630,CARTESIAN_POINT,'NONE',26.50000000000000400,-11.75000000000000400,0.0000000000000000000,,,,,[]
631,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,49.00000000000000700,,,,,[]
632,DIRECTION,'NONE',0.0000000000000000000,-1.000000000000000000,-1.261617073437678000E-016,,,,,[]
633,DIRECTION,'NONE',0.0000000000000000000,1.261617073437678000E-016,-1.000000000000000000,,,,,[]
634,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
635,PLANE,'NONE',1422,,,,,,,['1422']
636,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,-0.0000000000000000000,,,,,[]
637,DIRECTION,'NONE',-0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
638,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,49.00000000000000700,,,,,[]
639,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
640,CARTESIAN_POINT,'NONE',-8.599999999999996100,-15.45000000000000300,49.00000000000000700,,,,,[]
641,PLANE,'NONE',1421,,,,,,,['1421']
642,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
643,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
644,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
645,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
646,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,35.00000000000000000,,,,,[]
647,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
648,CARTESIAN_POINT,'NONE',-14.99999999999999600,-18.75000000000000700,35.00000000000000000,,,,,[]
649,DIRECTION,'NONE',-1.000000000000000000,-0.0000000000000000000,-0.0000000000000000000,,,,,[]
650,CARTESIAN_POINT,'NONE',-8.599999999999996100,-15.45000000000000300,35.00000000000000000,,,,,[]
651,PLANE,'NONE',1418,,,,,,,['1418']
652,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,1.000000000000000000,,,,,[]
653,DIRECTION,'NONE',1.000000000000000000,0.0000000000000000000,0.0000000000000000000,,,,,[]
654,DIRECTION,'NONE',0.0000000000000000000,0.0000000000000000000,-1.000000000000000000,,,,,[]
655,CARTESIAN_POINT,'NONE',26.50000000000000400,-24.75000000000000000,0.0000000000000000000,,,,,[]
656,CARTESIAN_POINT,'NONE',-22.00000000000000000,-11.75000000000000400,55.00100000000000500,,,,,[]
657,PLANE,'NONE',1417,,,,,,,['1417']
658,CARTESIAN_POINT,'NONE',-11.99999999999999600,-27.75000000000000400,55.00000000000000000,,,,,[]
659,PLANE,'NONE',1415,,,,,,,['1415']
660,DIRECTION,'NONE',0.7071067811865442400,-0.7071067811865509000,0.0000000000000000000,,,,,[]
661,DIRECTION,'NONE',0.7071067811865507900,0.7071067811865441300,0.0000000000000000000,,,,,[]
662,CARTESIAN_POINT,'NONE',-22.00000000000000000,21.24999999999999600,-0.001000000000001000100,,,,,[]
663,PLANE,'NONE',1414,,,,,,,['1414']
664,DIRECTION,'NONE',0.7071067811865509000,0.7071067811865442400,0.0000000000000000000,,,,,[]
665,DIRECTION,'NONE',-0.7071067811865441300,0.7071067811865507900,0.0000000000000000000,,,,,[]
666,CARTESIAN_POINT,'NONE',-22.00000000000000000,21.24999999999999600,-0.001000000000001000100,,,,,[]
667,PLANE,'NONE',1413,,,,,,,['1413']
668,DIRECTION,'NONE',0.7071067811865509000,0.7071067811865442400,0.0000000000000000000,,,,,[]
669,DIRECTION,'NONE',-0.7071067811865441300,0.7071067811865507900,0.0000000000000000000,,,,,[]
670,CARTESIAN_POINT,'NONE',-11.99999999999999600,29.25000000000000000,55.00000000000000000,,,,,[]
671,PLANE,'NONE',1411,,,,,,,['1411']
672,DIRECTION,'NONE',0.7071067811865509000,-0.7071067811865442400,0.0000000000000000000,,,,,[]
673,DIRECTION,'NONE',0.7071067811865441300,0.7071067811865507900,0.0000000000000000000,,,,,[]
674,CARTESIAN_POINT,'NONE',-22.00000000000000000,21.24999999999999600,-0.001000000000001000100,,,,,[]
675,PLANE,'NONE',1412,,,,,,,['1412']
676,DIRECTION,'NONE',0.7071067811865509000,-0.7071067811865442400,0.0000000000000000000,,,,,[]
677,DIRECTION,'NONE',0.7071067811865441300,0.7071067811865507900,0.0000000000000000000,,,,,[]
678,CARTESIAN_POINT,'NONE',-21.21335182349479000,7.129999999999993700,40.24999999999997200,,,,,[]
679,PLANE,'NONE',1410,,,,,,,['1410']
680,DIRECTION,'NONE',0.7071067811865509000,-0.7071067811865442400,0.0000000000000000000,,,,,[]
681,DIRECTION,'NONE',0.7071067811865441300,0.7071067811865507900,0.0000000000000000000,,,,,[]
